product_link;award_link;vintage;grade;contributor
https://www.gall.nl/ch%C3%A2teau-suduiraut-sauternes-wit-75cl-139505.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=139505;;96 punten;Wine Enthusiast
https://www.gall.nl/ch%C3%A2teau-suduiraut-sauternes-wit-75cl-139505.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=139505;;93 punten;Falstaff Wine Guide
https://www.gall.nl/ch%C3%A2teau-suduiraut-sauternes-wit-75cl-139505.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=139505;;95 punten;Wine Advocate
https://www.gall.nl/fritz-wassmer-kaiserberg-herbolzheim-sp%C3%A4tburgunder-rood-75cl-163139.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=163139;Oogstjaar 2016;95 punten;Falstaff Wine Guide
https://www.gall.nl/alain-brumont-ch%C3%A2teau-bouscasse-frimaire-wit-50cl-140082.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140082;Oogstjaar 2010;p_93 punten;Wine Enthusiast
https://www.gall.nl/alain-brumont-ch%C3%A2teau-bouscasse-frimaire-wit-50cl-140082.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140082;;p_90 punten;Wine Spectator
https://www.gall.nl/schloss-johannisberg-riesling-rosalack-auslese-wit-75cl-130168.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=130168;Oogstjaar 2017;92 punten;Falstaff Wine Guide
https://www.gall.nl/schloss-johannisberg-riesling-rosalack-auslese-wit-75cl-130168.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=130168;Oogstjaar 2018;p_97 punten;James Suckling
https://www.gall.nl/schloss-johannisberg-riesling-rosalack-auslese-wit-75cl-130168.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=130168;;p_92 punten;Falstaff Wine Guide
https://www.gall.nl/schloss-johannisberg-riesling-rosalack-auslese-wit-75cl-130168.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=130168;Oogstjaar 2019;94 punten;Falstaff Wine Guide
https://www.gall.nl/ascheri-barolo-la-morra-rood-75cl-123439.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=123439;Oogstjaar 2013;94 punten;Wine Enthusiast
https://www.gall.nl/ascheri-barolo-la-morra-rood-75cl-123439.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=123439;;92 punten;James Suckling
https://www.gall.nl/torres-grans-muralles-rood-75cl-123331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=123331;Oogstjaar 2014;97 punten;Decanter
https://www.gall.nl/torres-grans-muralles-rood-75cl-123331.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=123331;Oogstjaar 2016;90 punten;James Suckling
https://www.gall.nl/cavallotto-barolo-riserva-bricco-boschis-vigna-san-giuseppe-rood-75cl-118478.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=118478;Oogstjaar 2013;Wine Advocate;Vinous
https://www.gall.nl/bibi-graetz-colore-rood-75cl-414506.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=414506;Oogstjaar 2016;97 punten;Falstaff Wine Guide
https://www.gall.nl/ch%C3%A2teau-saint-pierre-rood-75cl-125997.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=125997;Oogstjaar 2014;91 punten;Wine Spectator
https://www.gall.nl/ch%C3%A2teau-saint-pierre-rood-75cl-125997.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=125997;;93 punten;Vinous
https://www.gall.nl/ch%C3%A2teau-saint-pierre-rood-75cl-125997.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=125997;;91 punten;Falstaff Wine Guide
https://www.gall.nl/ch%C3%A2teau-saint-pierre-rood-75cl-125997.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=125997;;92 punten;Wine Enthusiast
https://www.gall.nl/catena-adrianna-malbec-mundus-bacillus-terrae-rood-75cl-390976.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=390976;Oogstjaar 2011;100 punten;Falstaff Wine Guide
https://www.gall.nl/catena-adrianna-malbec-mundus-bacillus-terrae-rood-75cl-390976.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=390976;Oogstjaar 2013;97 punten;Descorchados
https://www.gall.nl/catena-adrianna-malbec-mundus-bacillus-terrae-rood-75cl-390976.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=390976;Oogstjaar 2014;96 punten;Tim Atkin
https://www.gall.nl/catena-adrianna-malbec-mundus-bacillus-terrae-rood-75cl-390976.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=390976;Oogstjaar 2016;97 punten;Robert Parker
https://www.gall.nl/catena-adrianna-malbec-mundus-bacillus-terrae-rood-75cl-390976.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=390976;Oogstjaar 2018;97 punten;Vinous
https://www.gall.nl/catena-adrianna-malbec-mundus-bacillus-terrae-rood-75cl-390976.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=390976;;98 punten;James Suckling
https://www.gall.nl/catena-adrianna-malbec-mundus-bacillus-terrae-rood-75cl-390976.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=390976;;98 punten;Wine Advocate
https://www.gall.nl/catena-adrianna-malbec-mundus-bacillus-terrae-rood-75cl-390976.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=390976;;97 punten;Tim Atkin
https://www.gall.nl/ascheri-barolo-coste-bricco-rood-75cl-123188.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=123188;Oogstjaar 2013;93 punten;James Suckling
https://www.gall.nl/ch%C3%A2teau-desclans-whispering-angel-jeroboam-rose-300cl-195375.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=195375;Oogstjaar 2015;bronze punten;Decanter
https://www.gall.nl/ch%C3%A2teau-desclans-whispering-angel-jeroboam-rose-300cl-195375.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=195375;Oogstjaar 2020;92 punten;James Suckling
https://www.gall.nl/ch%C3%A2teau-leoville-las-cases-rood-75cl-119571.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=119571;Oogstjaar 2012;p_93 punten;Falstaff Wine Guide
https://www.gall.nl/ch%C3%A2teau-leoville-las-cases-rood-75cl-119571.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=119571;;p_18 punten;Bettane et Desseauve
https://www.gall.nl/ch%C3%A2teau-leoville-las-cases-rood-75cl-119571.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=119571;;p_93 punten;Wine Spectator
https://www.gall.nl/ch%C3%A2teau-leoville-las-cases-rood-75cl-119571.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=119571;;p_93 punten;Vinous
https://www.gall.nl/ch%C3%A2teau-leoville-las-cases-rood-75cl-119571.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=119571;;p_95 punten;Wine Enthusiast
https://www.gall.nl/ch%C3%A2teau-leoville-las-cases-rood-75cl-119571.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=119571;;93 punten;James Suckling
https://www.gall.nl/vinedo-chadwick-rood-75cl-123706.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=123706;Oogstjaar 2014;100 punten;James Suckling
https://www.gall.nl/vinedo-chadwick-rood-75cl-123706.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=123706;;94 punten;Wine Advocate
https://www.gall.nl/vinedo-chadwick-rood-75cl-123706.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=123706;Oogstjaar 2016;96 punten;Wine Advocate
https://www.gall.nl/ch%C3%A2teau-la-mondotte-rood-75cl-124060.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=124060;Oogstjaar 2014;95 punten;Falstaff Wine Guide
https://www.gall.nl/ch%C3%A2teau-la-mondotte-rood-75cl-124060.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=124060;;96 punten;Wine Spectator
https://www.gall.nl/ch%C3%A2teau-la-mondotte-rood-75cl-124060.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=124060;;96 punten;Vinous
https://www.gall.nl/ch%C3%A2teau-la-mondotte-rood-75cl-124060.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=124060;;16.5 punten;Jancis Robinson
https://www.gall.nl/ch%C3%A2teau-la-mondotte-rood-75cl-124060.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=124060;;18 punten;Bettane et Desseauve
https://www.gall.nl/ch%C3%A2teau-la-mondotte-rood-75cl-124060.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=124060;;95 punten;James Suckling
https://www.gall.nl/vega-sicilia-unico-rood-75cl-105279.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=105279;Oogstjaar 2005;96 punten;Wine Advocate
https://www.gall.nl/vega-sicilia-unico-rood-75cl-105279.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=105279;Oogstjaar 2008;94 punten;Wine Spectator
https://www.gall.nl/vega-sicilia-unico-rood-75cl-105279.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=105279;Oogstjaar 2009;94 punten;Wine Spectator
https://www.gall.nl/vega-sicilia-unico-rood-75cl-105279.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=105279;;98 punten;James Suckling
https://www.gall.nl/vega-sicilia-unico-rood-75cl-105279.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=105279;Oogstjaar 2011;95 punten;Guía Peñín
https://www.gall.nl/solaia-rood-75cl-256900.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=256900;Oogstjaar 2013;97 punten;James Suckling
https://www.gall.nl/solaia-rood-75cl-256900.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=256900;Oogstjaar 2017;97 punten;James Suckling
https://www.gall.nl/ch%C3%A2teau-ducru-beaucaillou-rood-75cl-124109.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=124109;Oogstjaar 2011;94 punten;Wine Enthusiast
https://www.gall.nl/ch%C3%A2teau-ducru-beaucaillou-rood-75cl-124109.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=124109;Oogstjaar 2012;93 punten;Wine Spectator
https://www.gall.nl/ch%C3%A2teau-trottevieille-rood-75cl-132306.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=132306;Oogstjaar 2007;87-90 punten;Vinous
https://www.gall.nl/tasca-dalmerita-leone-dalmerita-wit-75cl-256951.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=256951;Oogstjaar 2014;91 punten;Vinous
https://www.gall.nl/tasca-dalmerita-leone-dalmerita-wit-75cl-256951.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=256951;Oogstjaar 2016;2 bicchieri;Gambero Rosso
https://www.gall.nl/tasca-dalmerita-leone-dalmerita-wit-75cl-256951.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=256951;Oogstjaar 2018;9-;De Grote Hamersma
https://www.gall.nl/clos-fourtet-saint-emilion-rood-75cl-157198.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157198;Oogstjaar 2009;94 punten;James Suckling
https://www.gall.nl/la-rosa-cabernet-franc-rood-75cl-405817.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=405817;Oogstjaar 2019;90 punten;Tim Atkin
https://www.gall.nl/la-rosa-cabernet-franc-rood-75cl-405817.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=405817;;91 punten;James Suckling
https://www.gall.nl/ch%C3%A2teau-margaux-rood-75cl-405434.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=405434;Oogstjaar 2014;97 punten;James Suckling
https://www.gall.nl/ch%C3%A2teau-margaux-rood-75cl-405434.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=405434;;95 punten;Wine Advocate
https://www.gall.nl/ch%C3%A2teau-margaux-rood-75cl-405434.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=405434;Oogstjaar 2017;96 punten;Wine Enthusiast
https://www.gall.nl/masi-costasera-amarone-classico-geschenkverpakking-rood-75cl-130516.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=130516;Oogstjaar 1988;95 punten;Wine Spectator
https://www.gall.nl/masi-costasera-amarone-classico-geschenkverpakking-rood-75cl-130362.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=130362;Oogstjaar 1990;95 punten;Robert Parker
https://www.gall.nl/e.guigal-c%C3%B4te-rotie-la-turque-rood-75cl-119733.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=119733;Oogstjaar 2013;94 punten;Wine Advocate
https://www.gall.nl/ch%C3%A2teau-leoville-las-cases-rood-75cl-156922.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=156922;Oogstjaar 2000;98 punten;Wine Advocate
https://www.gall.nl/ch%C3%A2teau-leoville-las-cases-rood-75cl-156922.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=156922;Oogstjaar 2003;97 punten;James Suckling
https://www.gall.nl/alain-brumont-ch%C3%A2teau-montus-la-tyre-rood-75cl-140201.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140201;Oogstjaar 2010;p_92 punten;Wine Spectator
https://www.gall.nl/alain-brumont-ch%C3%A2teau-montus-la-tyre-rood-75cl-140201.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=140201;;p_96 punten;Wine Enthusiast
https://www.gall.nl/ch%C3%A2teau-la-mondotte-rood-75cl-132411.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=132411;Oogstjaar 2013;92-94 punten;Wine Advocate
https://www.gall.nl/ch%C3%A2teau-la-mondotte-rood-75cl-132411.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=132411;Oogstjaar 2017;95 punten;Wine Enthusiast
https://www.gall.nl/ch%C3%A2teau-la-mondotte-rood-75cl-132411.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=132411;;96 punten;Vinous
https://www.gall.nl/ch%C3%A2teau-la-mondotte-rood-75cl-132411.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=132411;;97 punten;Wine Spectator
https://www.gall.nl/ch%C3%A2teau-la-mondotte-rood-75cl-132411.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=132411;;16.5 punten;Jancis Robinson
https://www.gall.nl/vieux-ch%C3%A2teau-certan-rood-75cl-117048.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=117048;Oogstjaar 2013;92 punten;Wine Spectator
https://www.gall.nl/vieux-ch%C3%A2teau-certan-rood-75cl-117048.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=117048;;88 punten;Decanter
https://www.gall.nl/vieux-ch%C3%A2teau-certan-rood-75cl-117048.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=117048;;91 punten;James Suckling
https://www.gall.nl/vieux-ch%C3%A2teau-certan-rood-75cl-117048.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=117048;;92 punten;Wine Advocate
https://www.gall.nl/tokara-telos-rood-75cl-126993.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=126993;Oogstjaar 2015;97 punten;Tim Atkin
https://www.gall.nl/ch%C3%A2teau-montrose-rood-75cl-158984.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=158984;Oogstjaar 2014;97 punten;Wine Enthusiast
https://www.gall.nl/ch%C3%A2teau-montrose-rood-75cl-158984.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=158984;;p_96 punten;Vinous
https://www.gall.nl/ch%C3%A2teau-montrose-rood-75cl-158984.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=158984;;95 punten;Wine Spectator
https://www.gall.nl/ch%C3%A2teau-montrose-rood-75cl-158984.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=158984;;96 punten;Wine Advocate
https://www.gall.nl/ch%C3%A2teau-dyquem-wit-75cl-139564.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=139564;Oogstjaar 2013;95-98 punten;Wine Spectator
https://www.gall.nl/ch%C3%A2teau-desclans-whispering-angel-methusalem-rose-600cl-195367.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=195367;Oogstjaar 2015;Bronzen punten;Decanter
https://www.gall.nl/ch%C3%A2teau-desclans-whispering-angel-methusalem-rose-600cl-195367.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=195367;Oogstjaar 2018;92 punten;James Suckling
https://www.gall.nl/ch%C3%A2teau-desclans-whispering-angel-methusalem-rose-600cl-195367.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=195367;Oogstjaar 2019;16 punten;Jancis Robinson
https://www.gall.nl/ch%C3%A2teau-desclans-whispering-angel-methusalem-rose-600cl-195367.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=195367;;91 punten;James Suckling
https://www.gall.nl/ch%C3%A2teau-desclans-whispering-angel-methusalem-rose-600cl-195367.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=195367;Oogstjaar 2020;92 punten;James Suckling
https://www.gall.nl/ch%C3%A2teau-desclans-whispering-angel-methusalem-rose-600cl-195367.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=195367;Oogstjaar 2021;92 punten;James Suckling
https://www.gall.nl/vinedo-chadwick-rood-75cl-149268.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=149268;Oogstjaar 2014;100 punten;James Suckling
https://www.gall.nl/vinedo-chadwick-rood-75cl-149268.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=149268;Oogstjaar 2016;96 punten;Wine Advocate
https://www.gall.nl/ch%C3%A2teau-pichon-lalande-rood-75cl-119431.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=119431;Oogstjaar 2012;Zilver punten;Decanter
https://www.gall.nl/ch%C3%A2teau-pichon-lalande-rood-75cl-119431.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=119431;Oogstjaar 2014;93 punten;James Suckling
https://www.gall.nl/ch%C3%A2teau-margaux-rood-75cl-157139.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157139;Oogstjaar 2003;98 punten;Wine Spectator
https://www.gall.nl/ch%C3%A2teau-margaux-rood-75cl-157139.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157139;Oogstjaar 2012;95 punten;Wine Spectator
https://www.gall.nl/ch%C3%A2teau-latour-rood-75cl-157562.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157562;Oogstjaar 2008;94 punten;Wine Spectator
https://www.gall.nl/e.guigal-c%C3%B4te-rotie-la-mouline-rood-75cl-119741.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=119741;Oogstjaar 2013;94 punten;Wine Advocate
https://www.gall.nl/e.guigal-c%C3%B4te-rotie-la-mouline-rood-75cl-119741.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=119741;Oogstjaar 2014;96 punten;Wine Advocate
https://www.gall.nl/ch%C3%A2teau-latour-rood-75cl-157147.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157147;Oogstjaar 2003;100 punten;Wine Advocate
https://www.gall.nl/ch%C3%A2teau-latour-rood-75cl-157147.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157147;Oogstjaar 2006;93 punten;Falstaff Wine Guide
https://www.gall.nl/ch%C3%A2teau-latour-rood-75cl-157147.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157147;;95 punten;Wine Spectator
https://www.gall.nl/ch%C3%A2teau-latour-rood-75cl-157147.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157147;;95 punten;Robert Parker
https://www.gall.nl/maya-rood-75cl-166332.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=166332;Oogstjaar 2014;96 punten;Decanter
https://www.gall.nl/maya-rood-75cl-166332.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=166332;Oogstjaar 2017;95 punten;James Suckling
https://www.gall.nl/maya-rood-75cl-166332.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=166332;;96 punten;Vinous
https://www.gall.nl/errazuriz-aconcagua-costa-las-pizarras-chardonnay-wit-75cl-409391.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=409391;Oogstjaar 2017;97 punten;Tim Atkin
https://www.gall.nl/errazuriz-aconcagua-costa-las-pizarras-chardonnay-wit-75cl-409391.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=409391;;97 punten;James Suckling
https://www.gall.nl/errazuriz-aconcagua-costa-las-pizarras-chardonnay-wit-75cl-409391.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=409391;;98 punten;Wine Advocate
https://www.gall.nl/torres-vi%C3%B1a-sol-wit-75cl-315052.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=315052;Oogstjaar 2020;7.5;De Grote Hamersma
https://www.gall.nl/torres-vi%C3%B1a-sol-wit-75cl-315052.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=315052;Oogstjaar 2021;8;De Grote Hamersma
https://www.gall.nl/alamos-cabernet-sauvignon-rood-75cl-387789.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387789;Oogstjaar 2013;Omfietswijn;Oogstjaar 2015
https://www.gall.nl/alamos-cabernet-sauvignon-rood-75cl-387789.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387789;;89 punten;Falstaff Wine Guide
https://www.gall.nl/alamos-cabernet-sauvignon-rood-75cl-387789.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387789;Oogstjaar 2017;91 punten;James Suckling
https://www.gall.nl/alamos-cabernet-sauvignon-rood-75cl-387789.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387789;Oogstjaar 2019;8.5;De Grote Hamersma
https://www.gall.nl/alamos-cabernet-sauvignon-rood-75cl-387789.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387789;;p_89 punten;James Suckling
https://www.gall.nl/alamos-cabernet-sauvignon-rood-75cl-387789.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=387789;Oogstjaar 2020;8.5;De Grote Hamersma
https://www.gall.nl/bruce-jack-reserve-pinotage-rood-75cl-157716.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157716;Oogstjaar 2018;90 punten;Wine Enthusiast
https://www.gall.nl/bruce-jack-reserve-pinotage-rood-75cl-157716.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=157716;;4 sterren;Platter's Wine Guide
https://www.gall.nl/oveja-negra-winemakers-selection-malbec-petit-verd-rood-75cl-382507.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=382507;Oogstjaar;Zilveren medaille;International Wine Challenge
https://www.gall.nl/oveja-negra-winemakers-selection-malbec-petit-verd-rood-75cl-382507.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=382507;;95 punten;Decanter
https://www.gall.nl/oveja-negra-winemakers-selection-malbec-petit-verd-rood-75cl-382507.html;https://www.gall.nl/on/demandware.store/Sites-gall-nl-Site/nl_NL/Product-Awards?&id=382507;;8+;De Grote Hamersma
